measure,location,sex,age,cause,metric,year,val,upper,lower
Incidence,"Southeast Asia, East Asia, and Oceania",Both,30-34 years,HIV/AIDS,Rate,2019,11.05759648,14.352179,8.652635015
Incidence,"Southeast Asia, East Asia, and Oceania",Both,35-39 years,HIV/AIDS,Rate,2019,9.227217235,14.09804188,6.200418127
Incidence,"Southeast Asia, East Asia, and Oceania",Both,40-44 years,HIV/AIDS,Rate,2019,5.542086133,7.461626245,4.024313872
Incidence,"Southeast Asia, East Asia, and Oceania",Both,45-49 years,HIV/AIDS,Rate,2019,3.21308464,4.634308591,2.085204304
Incidence,"Southeast Asia, East Asia, and Oceania",Both,50-54 years,HIV/AIDS,Rate,2019,3.279025323,4.547054606,2.187454733
Incidence,"Southeast Asia, East Asia, and Oceania",Both,55-59 years,HIV/AIDS,Rate,2019,4.686399307,7.369067443,2.717727937
Incidence,"Southeast Asia, East Asia, and Oceania",Both,60-64 years,HIV/AIDS,Rate,2019,6.36095603,10.16676482,3.822200493
Incidence,"Southeast Asia, East Asia, and Oceania",Both,65-69 years,HIV/AIDS,Rate,2019,4.712842183,6.772577354,2.93517182
Incidence,"Southeast Asia, East Asia, and Oceania",Both,70-74 years,HIV/AIDS,Rate,2019,1.846291006,2.595408269,1.080266658
Incidence,"Southeast Asia, East Asia, and Oceania",Both,75-79 years,HIV/AIDS,Rate,2019,2.024766453,2.903205236,1.024747638
Incidence,"Southeast Asia, East Asia, and Oceania",Both,80+ years,HIV/AIDS,Rate,2019,0,0,0
Incidence,"Southeast Asia, East Asia, and Oceania",Both,<1 year,HIV/AIDS,Rate,2019,36.95938282,58.83845146,23.94620464
Incidence,"Southeast Asia, East Asia, and Oceania",Both,1-4 years,Meningitis,Rate,2019,34.77784382,50.6751791,23.53535277
Incidence,"Southeast Asia, East Asia, and Oceania",Both,5-9 years,Meningitis,Rate,2019,14.98284268,24.86792502,8.331568818
Incidence,"Southeast Asia, East Asia, and Oceania",Both,10-14 years,Meningitis,Rate,2019,7.734931419,12.62926601,4.099077175
Incidence,"Southeast Asia, East Asia, and Oceania",Both,15-19 years,Meningitis,Rate,2019,5.826791094,9.904229383,3.369175483
Incidence,"Southeast Asia, East Asia, and Oceania",Both,20-24 years,Meningitis,Rate,2019,5.074450112,9.863508598,2.590301458
Incidence,"Southeast Asia, East Asia, and Oceania",Both,25-29 years,Meningitis,Rate,2019,4.391779086,7.068468931,2.587639515
Incidence,"Southeast Asia, East Asia, and Oceania",Both,30-34 years,Meningitis,Rate,2019,3.852180815,6.191195688,2.244757297
Incidence,"Southeast Asia, East Asia, and Oceania",Both,35-39 years,Meningitis,Rate,2019,3.391201589,5.764069824,1.974226948
Incidence,"Southeast Asia, East Asia, and Oceania",Both,40-44 years,Meningitis,Rate,2019,2.815424198,4.639190245,1.554732395
Incidence,"Southeast Asia, East Asia, and Oceania",Both,45-49 years,Meningitis,Rate,2019,2.408658039,4.119829917,1.287338786
Incidence,"Southeast Asia, East Asia, and Oceania",Both,50-54 years,Meningitis,Rate,2019,2.341387538,3.859466164,1.393798002
Incidence,"Southeast Asia, East Asia, and Oceania",Both,55-59 years,Meningitis,Rate,2019,2.504848183,4.385135302,1.346150402
Incidence,"Southeast Asia, East Asia, and Oceania",Both,60-64 years,Meningitis,Rate,2019,2.898271412,4.473134477,1.722543391
Incidence,"Southeast Asia, East Asia, and Oceania",Both,65-69 years,Meningitis,Rate,2019,3.280983768,5.154615198,1.915879994
Incidence,"Southeast Asia, East Asia, and Oceania",Both,70-74 years,Meningitis,Rate,2019,4.226450247,6.172320058,2.879395887
Incidence,"Southeast Asia, East Asia, and Oceania",Both,75-79 years,Meningitis,Rate,2019,5.638865067,9.074017409,3.326412823
Incidence,"Southeast Asia, East Asia, and Oceania",Both,80+ years,Meningitis,Rate,2019,11.57432927,15.59123672,8.514582044
Incidence,"Southeast Asia, East Asia, and Oceania",Both,<1 year,Meningitis,Rate,2019,153.4205641,210.2002441,109.1615718
Incidence,"Southeast Asia, East Asia, and Oceania",Both,1-4 years,Measles,Rate,2019,1388.813264,2987.988988,492.9648383
Incidence,"Southeast Asia, East Asia, and Oceania",Both,5-9 years,Measles,Rate,2019,185.2176151,398.5889041,65.76455773
Incidence,"Southeast Asia, East Asia, and Oceania",Both,10-14 years,Measles,Rate,2019,50.12749793,107.8035569,17.79195372
Incidence,"Southeast Asia, East Asia, and Oceania",Both,15-19 years,Measles,Rate,2019,17.93185386,38.44455159,6.364397917
Incidence,"Southeast Asia, East Asia, and Oceania",Both,20-24 years,Measles,Rate,2019,9.664550429,20.64821789,3.430208672
Incidence,"Southeast Asia, East Asia, and Oceania",Both,25-29 years,Measles,Rate,2019,5.08154641,10.78095484,1.793995987
Incidence,"Southeast Asia, East Asia, and Oceania",Both,30-34 years,Measles,Rate,2019,3.355715653,7.162870649,1.175000019
Incidence,"Southeast Asia, East Asia, and Oceania",Both,35-39 years,Measles,Rate,2019,2.469344238,5.240940174,0.868583563
Incidence,"Southeast Asia, East Asia, and Oceania",Both,40-44 years,Measles,Rate,2019,1.944187288,4.137204603,0.681238145
Incidence,"Southeast Asia, East Asia, and Oceania",Both,45-49 years,Measles,Rate,2019,1.50557387,3.261858706,0.523162959
Incidence,"Southeast Asia, East Asia, and Oceania",Both,50-54 years,Measles,Rate,2019,1.301525556,2.849075972,0.449982861
Incidence,"Southeast Asia, East Asia, and Oceania",Both,55-59 years,Measles,Rate,2019,1.518373881,3.309866993,0.526607693
Incidence,"Southeast Asia, East Asia, and Oceania",Both,60-64 years,Measles,Rate,2019,0,0,0
Incidence,"Southeast Asia, East Asia, and Oceania",Both,65-69 years,Measles,Rate,2019,0,0,0
Incidence,"Southeast Asia, East Asia, and Oceania",Both,70-74 years,Measles,Rate,2019,0,0,0
Incidence,"Southeast Asia, East Asia, and Oceania",Both,75-79 years,Measles,Rate,2019,0,0,0
Incidence,"Southeast Asia, East Asia, and Oceania",Both,80+ years,Measles,Rate,2019,0,0,0
Incidence,"Southeast Asia, East Asia, and Oceania",Both,<1 year,Measles,Rate,2019,2106.403974,4541.113036,747.1722264
Incidence,High-income,Both,1-4 years,Tuberculosis,Rate,2019,2.346615651,3.411822742,1.545731563
Incidence,High-income,Both,5-9 years,Tuberculosis,Rate,2019,2.020114184,3.029321447,1.251433395
Incidence,High-income,Both,10-14 years,Tuberculosis,Rate,2019,2.186846358,3.373328935,1.244420282
Incidence,High-income,Both,15-19 years,Tuberculosis,Rate,2019,6.841887473,10.38091207,4.296111323
Incidence,High-income,Both,20-24 years,Tuberculosis,Rate,2019,10.9976576,16.34870862,6.98724494
Incidence,High-income,Both,25-29 years,Tuberculosis,Rate,2019,10.12328812,15.47907413,6.073879549
Incidence,High-income,Both,30-34 years,Tuberculosis,Rate,2019,9.864598957,15.00643337,5.828026772
Incidence,High-income,Both,35-39 years,Tuberculosis,Rate,2019,7.715643329,12.0915065,4.544026605
Incidence,High-income,Both,40-44 years,Tuberculosis,Rate,2019,7.364194051,11.47630112,4.281078409
Incidence,High-income,Both,45-49 years,Tuberculosis,Rate,2019,7.113949584,11.20463402,4.308254293
Incidence,High-income,Both,50-54 years,Tuberculosis,Rate,2019,7.400236753,11.65510363,4.212952553
Incidence,High-income,Both,55-59 years,Tuberculosis,Rate,2019,8.479684124,12.54254543,5.230963174
Incidence,High-income,Both,60-64 years,Tuberculosis,Rate,2019,9.174731879,14.01430139,5.627722798
Incidence,High-income,Both,65-69 years,Tuberculosis,Rate,2019,15.18619256,22.79443528,9.550860238
Incidence,High-income,Both,70-74 years,Tuberculosis,Rate,2019,14.86770264,21.17836643,9.681526156
Incidence,High-income,Both,75-79 years,Tuberculosis,Rate,2019,14.81272313,20.46946559,10.31308138
Incidence,High-income,Both,80+ years,Tuberculosis,Rate,2019,21.31509644,27.24733075,16.80349826
Incidence,High-income,Both,<1 year,Tuberculosis,Rate,2019,2.607923832,3.579128206,1.836002411
Incidence,High-income,Both,1-4 years,HIV/AIDS,Rate,2019,0,0,0
Incidence,High-income,Both,5-9 years,HIV/AIDS,Rate,2019,0,0,0
Incidence,High-income,Both,10-14 years,HIV/AIDS,Rate,2019,0,0,0
Incidence,High-income,Both,15-19 years,HIV/AIDS,Rate,2019,7.974785799,12.41341608,5.256919169
Incidence,High-income,Both,20-24 years,HIV/AIDS,Rate,2019,20.15282518,29.8860983,12.54596348
Incidence,High-income,Both,25-29 years,HIV/AIDS,Rate,2019,35.27432383,54.58213379,16.11842207
Incidence,High-income,Both,30-34 years,HIV/AIDS,Rate,2019,32.52925536,47.57166094,17.99238954
Incidence,High-income,Both,35-39 years,HIV/AIDS,Rate,2019,25.67508341,43.80268587,12.46890446
Incidence,High-income,Both,40-44 years,HIV/AIDS,Rate,2019,16.5134568,24.69382894,8.789219071
Incidence,High-income,Both,45-49 years,HIV/AIDS,Rate,2019,6.464867064,10.1236155,3.18462788
Incidence,High-income,Both,50-54 years,HIV/AIDS,Rate,2019,4.459905229,7.107678175,2.081474333
Incidence,High-income,Both,55-59 years,HIV/AIDS,Rate,2019,6.359857937,11.76660582,2.698985089
Incidence,High-income,Both,60-64 years,HIV/AIDS,Rate,2019,6.476711562,10.5085592,3.441090818
Incidence,High-income,Both,65-69 years,HIV/AIDS,Rate,2019,5.34597398,8.282408274,3.031259478
Incidence,High-income,Both,70-74 years,HIV/AIDS,Rate,2019,1.023732886,1.679444549,0.498180357
Incidence,High-income,Both,75-79 years,HIV/AIDS,Rate,2019,0.738755489,1.121959069,0.39594647
Incidence,High-income,Both,80+ years,HIV/AIDS,Rate,2019,0,0,0
Incidence,High-income,Both,<1 year,HIV/AIDS,Rate,2019,12.40824178,27.89129649,3.588540659
Incidence,High-income,Both,1-4 years,Ebola,Rate,2019,0,0,0
Incidence,High-income,Both,5-9 years,Ebola,Rate,2019,0,0,0
Incidence,High-income,Both,10-14 years,Ebola,Rate,2019,0,0,0
Incidence,High-income,Both,15-19 years,Ebola,Rate,2019,0,0,0
Incidence,High-income,Both,20-24 years,Ebola,Rate,2019,0,0,0
Incidence,High-income,Both,25-29 years,Ebola,Rate,2019,0,0,0
Incidence,High-income,Both,30-34 years,Ebola,Rate,2019,0,0,0
Incidence,High-income,Both,35-39 years,Ebola,Rate,2019,0,0,0
Incidence,High-income,Both,40-44 years,Ebola,Rate,2019,0,0,0
Incidence,High-income,Both,45-49 years,Ebola,Rate,2019,0,0,0
Incidence,High-income,Both,50-54 years,Ebola,Rate,2019,0,0,0
Incidence,High-income,Both,55-59 years,Ebola,Rate,2019,0,0,0
Incidence,High-income,Both,60-64 years,Ebola,Rate,2019,0,0,0
Incidence,High-income,Both,65-69 years,Ebola,Rate,2019,0,0,0
Incidence,High-income,Both,70-74 years,Ebola,Rate,2019,0,0,0
Incidence,High-income,Both,75-79 years,Ebola,Rate,2019,0,0,0
Incidence,High-income,Both,80+ years,Ebola,Rate,2019,0,0,0
Incidence,High-income,Both,<1 year,Ebola,Rate,2019,0,0,0
Incidence,"Southeast Asia, East Asia, and Oceania",Both,1-4 years,Ebola,Rate,2019,0,0,0
Incidence,"Southeast Asia, East Asia, and Oceania",Both,5-9 years,Ebola,Rate,2019,0,0,0
Incidence,"Southeast Asia, East Asia, and Oceania",Both,10-14 years,Ebola,Rate,2019,0,0,0
Incidence,"Southeast Asia, East Asia, and Oceania",Both,15-19 years,Ebola,Rate,2019,0,0,0
Incidence,"Southeast Asia, East Asia, and Oceania",Both,20-24 years,Ebola,Rate,2019,0,0,0
Incidence,"Southeast Asia, East Asia, and Oceania",Both,25-29 years,Ebola,Rate,2019,0,0,0
Incidence,"Southeast Asia, East Asia, and Oceania",Both,30-34 years,Ebola,Rate,2019,0,0,0
Incidence,"Southeast Asia, East Asia, and Oceania",Both,35-39 years,Ebola,Rate,2019,0,0,0
Incidence,"Southeast Asia, East Asia, and Oceania",Both,40-44 years,Ebola,Rate,2019,0,0,0
Incidence,"Southeast Asia, East Asia, and Oceania",Both,45-49 years,Ebola,Rate,2019,0,0,0
Incidence,"Southeast Asia, East Asia, and Oceania",Both,50-54 years,Ebola,Rate,2019,0,0,0
Incidence,"Southeast Asia, East Asia, and Oceania",Both,55-59 years,Ebola,Rate,2019,0,0,0
Incidence,"Southeast Asia, East Asia, and Oceania",Both,60-64 years,Ebola,Rate,2019,0,0,0
Incidence,"Southeast Asia, East Asia, and Oceania",Both,65-69 years,Ebola,Rate,2019,0,0,0
Incidence,"Southeast Asia, East Asia, and Oceania",Both,70-74 years,Ebola,Rate,2019,0,0,0
Incidence,"Southeast Asia, East Asia, and Oceania",Both,75-79 years,Ebola,Rate,2019,0,0,0
Incidence,"Southeast Asia, East Asia, and Oceania",Both,80+ years,Ebola,Rate,2019,0,0,0
Incidence,"Southeast Asia, East Asia, and Oceania",Both,<1 year,Ebola,Rate,2019,0,0,0
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,1-4 years,Tuberculosis,Rate,2019,9.030963191,13.13922899,5.903088975
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,5-9 years,Tuberculosis,Rate,2019,10.19423968,15.00681719,6.512453622
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,10-14 years,Tuberculosis,Rate,2019,14.20275709,21.28897412,8.641847203
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,15-19 years,Tuberculosis,Rate,2019,33.84058637,50.21003968,21.18304458
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,20-24 years,Tuberculosis,Rate,2019,53.21699579,79.84278374,33.11327134
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,25-29 years,Tuberculosis,Rate,2019,69.25698902,107.4045098,41.36027011
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,30-34 years,Tuberculosis,Rate,2019,91.7722669,146.7642823,53.61071046
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,35-39 years,Tuberculosis,Rate,2019,96.27736845,153.2506416,55.04356121
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,40-44 years,Tuberculosis,Rate,2019,96.564284,148.0091578,58.03360643
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,45-49 years,Tuberculosis,Rate,2019,82.72821596,127.2928181,50.22509885
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,50-54 years,Tuberculosis,Rate,2019,72.64070531,111.4596015,44.04895591
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,55-59 years,Tuberculosis,Rate,2019,71.75418351,105.9889927,45.30543405
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,60-64 years,Tuberculosis,Rate,2019,56.40009526,83.56510566,34.51295792
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,65-69 years,Tuberculosis,Rate,2019,40.77342828,61.84150363,25.19870219
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,70-74 years,Tuberculosis,Rate,2019,30.69178864,43.31055981,19.3744948
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,75-79 years,Tuberculosis,Rate,2019,31.137494,43.18860161,21.14166224
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,80+ years,Tuberculosis,Rate,2019,41.00383893,52.2532021,32.17233479
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,<1 year,Tuberculosis,Rate,2019,9.560569174,12.74944475,6.830620298
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,1-4 years,HIV/AIDS,Rate,2019,0,0,0
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,5-9 years,HIV/AIDS,Rate,2019,0,0,0
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,10-14 years,HIV/AIDS,Rate,2019,0,0,0
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,15-19 years,HIV/AIDS,Rate,2019,6.013709967,8.836520687,4.079534396
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,20-24 years,HIV/AIDS,Rate,2019,38.22913871,56.79383989,24.44550468
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,25-29 years,HIV/AIDS,Rate,2019,110.2335649,214.7517134,67.76046286
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,30-34 years,HIV/AIDS,Rate,2019,175.8718505,225.6671231,140.5675919
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,35-39 years,HIV/AIDS,Rate,2019,103.6223506,201.1690367,48.20659649
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,40-44 years,HIV/AIDS,Rate,2019,36.18322503,55.50201766,16.25987391
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,45-49 years,HIV/AIDS,Rate,2019,20.06697853,40.02206607,5.704170802
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,50-54 years,HIV/AIDS,Rate,2019,13.36564988,22.83979111,4.33004173
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,55-59 years,HIV/AIDS,Rate,2019,17.55465043,32.16763936,4.774975962
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,60-64 years,HIV/AIDS,Rate,2019,9.842945331,17.41921115,3.282211253
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,65-69 years,HIV/AIDS,Rate,2019,2.460971157,5.189334912,0.720256782
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,70-74 years,HIV/AIDS,Rate,2019,0.056838956,0.113377019,0.020169737
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,75-79 years,HIV/AIDS,Rate,2019,0.283783242,0.630404813,0.04649682
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,80+ years,HIV/AIDS,Rate,2019,0,0,0
Incidence,"Central Europe, Eastern Europe, and Central Asia",Both,<1 year,HIV/AIDS,Rate,2019,38.87506639,50.97559118,29.46995623
Incidence,Latin America and Caribbean,Both,1-4 years,Tuberculosis,Rate,2019,6.845408326,9.58797839,4.754232827
Incidence,Latin America and Caribbean,Both,5-9 years,Tuberculosis,Rate,2019,4.925920136,7.399429676,3.095154391
Incidence,Latin America and Caribbean,Both,10-14 years,Tuberculosis,Rate,2019,9.214083836,14.16238293,5.472470337
Incidence,Latin America and Caribbean,Both,15-19 years,Tuberculosis,Rate,2019,27.90853447,41.54626445,17.55576874
Incidence,Latin America and Caribbean,Both,20-24 years,Tuberculosis,Rate,2019,38.65433345,58.20155912,23.02734484
Incidence,Latin America and Caribbean,Both,25-29 years,Tuberculosis,Rate,2019,37.07553646,59.25381197,21.29077684
Incidence,Latin America and Caribbean,Both,30-34 years,Tuberculosis,Rate,2019,38.63383143,60.98500489,21.70180617
Incidence,Latin America and Caribbean,Both,35-39 years,Tuberculosis,Rate,2019,33.74267095,53.15618237,18.08865275
Incidence,Latin America and Caribbean,Both,40-44 years,Tuberculosis,Rate,2019,34.94021768,53.9496977,19.88262313
Incidence,Latin America and Caribbean,Both,45-49 years,Tuberculosis,Rate,2019,33.74806049,52.2859772,19.41499156
Incidence,Latin America and Caribbean,Both,50-54 years,Tuberculosis,Rate,2019,34.9957502,53.89367501,20.26000316
Incidence,Latin America and Caribbean,Both,55-59 years,Tuberculosis,Rate,2019,38.80815935,57.77942815,23.6185688
Incidence,Latin America and Caribbean,Both,60-64 years,Tuberculosis,Rate,2019,39.06506194,58.61031502,23.52738702
Incidence,Latin America and Caribbean,Both,65-69 years,Tuberculosis,Rate,2019,39.02776412,58.06271399,23.55140312
Incidence,Latin America and Caribbean,Both,70-74 years,Tuberculosis,Rate,2019,35.68920503,50.32068335,22.07800936
Incidence,Latin America and Caribbean,Both,75-79 years,Tuberculosis,Rate,2019,37.95037153,53.89499286,25.21640576
Incidence,Latin America and Caribbean,Both,80+ years,Tuberculosis,Rate,2019,56.2717244,70.34848016,44.65976684
Incidence,Latin America and Caribbean,Both,<1 year,Tuberculosis,Rate,2019,10.81835496,14.27070308,7.871501732
Incidence,Latin America and Caribbean,Both,1-4 years,HIV/AIDS,Rate,2019,0.207182238,0.25888345,0.170287165
Incidence,Latin America and Caribbean,Both,5-9 years,HIV/AIDS,Rate,2019,0,0,0
Incidence,Latin America and Caribbean,Both,10-14 years,HIV/AIDS,Rate,2019,0,0,0
Incidence,Latin America and Caribbean,Both,15-19 years,HIV/AIDS,Rate,2019,19.3032702,27.44906316,12.14529627
Incidence,Latin America and Caribbean,Both,20-24 years,HIV/AIDS,Rate,2019,50.82927096,75.87735982,30.62645483
Incidence,Latin America and Caribbean,Both,25-29 years,HIV/AIDS,Rate,2019,49.69859102,89.78860965,32.56493115
Incidence,Latin America and Caribbean,Both,30-34 years,HIV/AIDS,Rate,2019,41.33629489,50.6581859,34.08158417
